Date,Course_Name,Hole,Par,Distance,Score_Label,Shot_Type,Fairway,C1R,C2R,OB
2026-07-15,Bethel,12,3,355,PAR,BH,YES,NO,YES,NO
2026-07-15,Bethel,13,3,318,BIRDIE,FH,YES,YES,YES,NO
2026-07-15,Bethel,14,3,344,BOGEY,BH,NO,NO,NO,NO
2026-07-15,Bethel,15,4,624,PAR,BH,YES,NO,NO,NO
2026-07-15,Bethel,16,3,398,PAR,FH,NO,NO,NO,NO
2026-07-15,Bethel,17,3,256,PAR,BH,YES,NO,YES,NO
2026-07-15,Bethel,18,3,323,BIRDIE,FH,YES,NO,YES,NO
2026-07-17,Kaposia,1,3,265,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,2,3,292,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,3,3,264,BIRDIE,FH,YES,YES,YES,NO
2026-07-17,Kaposia,4,3,339,PAR,BH,NO,NO,NO,NO
2026-07-17,Kaposia,5,3,390,PAR,BH,YES,NO,YES,NO
2026-07-17,Kaposia,6,4,515,PAR,BH,YES,NO,YES,NO
2026-07-17,Kaposia,7,3,364,PAR,BH,NO,NO,NO,NO
2026-07-17,Kaposia,8,3,302,PAR,BH,NO,NO,NO,NO
2026-07-17,Kaposia,9,4,615,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,10,3,380,BOGEY,FH,NO,NO,NO,NO
2026-07-17,Kaposia,11,4,462,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,12,3,294,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,13,3,241,PAR,BH,YES,YES,YES,NO
2026-07-17,Kaposia,14,3,390,PAR,BH,NO,NO,NO,NO
2026-07-17,Kaposia,15,3,336,PAR,BH,YES,YES,YES,NO
2026-07-17,Kaposia,16,3,249,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,17,3,229,BIRDIE,BH,YES,YES,YES,NO
2026-07-17,Kaposia,18,4,457,PAR,BH,YES,NO,YES,NO
2026-07-18,Bethel,1,3,326,BOGEY,BH,NO,NO,NO,NO
2026-07-18,Bethel,2,3,247,BOGEY,FH,NO,NO,NO,NO
2026-07-18,Bethel,3,4,578,PAR,BH,NO,NO,YES,NO
2026-07-18,Bethel,4,3,330,BIRDIE,BH,YES,YES,YES,NO
2026-07-18,Bethel,5,4,517,PAR,FH,NO,NO,NO,NO
2026-07-18,Bethel,6,3,224,BIRDIE,BH,YES,YES,YES,NO
2026-07-18,Bethel,7,3,386,PAR,FH,NO,NO,NO,NO
2026-07-18,Bethel,8,3,151,BIRDIE,FH,YES,YES,YES,NO
2026-07-18,Bethel,9,3,224,BIRDIE,BH,YES,YES,YES,NO
2026-07-18,Bethel,10,3,287,BIRDIE,FH,YES,YES,YES,NO
2026-07-18,Bethel,11,3,287,BIRDIE,BH,YES,YES,YES,NO
2026-07-18,Bethel,12,3,355,BOGEY,BH,NO,NO,NO,YES
2026-07-18,Bethel,13,3,318,DOUBLE BOGEY,FH,NO,NO,NO,YES
2026-07-18,Bethel,14,3,344,PAR,BH,NO,NO,NO,NO
2026-07-18,Bethel,15,4,624,PAR,BH,YES,NO,YES,NO
2026-07-18,Bethel,16,3,398,PAR,BH,YES,NO,YES,NO
2026-07-18,Bethel,17,3,256,BOGEY,BH,NO,NO,NO,NO
2026-07-18,Bethel,18,3,323,BIRDIE,FH,YES,NO,YES,NO
2026-07-19,Kaposia,1,3,265,BIRDIE,BH,YES,YES,YES,NO
2026-07-19,Kaposia,2,3,292,PAR,BH,YES,NO,YES,NO
2026-07-19,Kaposia,3,3,264,BIRDIE,FH,YES,YES,YES,NO
2026-07-19,Kaposia,4,3,339,BIRDIE,BH,YES,YES,YES,NO
2026-07-19,Kaposia,5,3,390,BOGEY,BH,NO,NO,NO,NO
2026-07-19,Kaposia,6,4,515,PAR,BH,NO,NO,NO,NO
2026-07-19,Kaposia,7,3,364,BOGEY,BH,NO,NO,NO,NO
2026-07-19,Kaposia,8,3,302,PAR,BH,NO,NO,NO,NO
2026-07-19,Kaposia,9,4,615,BIRDIE,BH,YES,YES,YES,NO
2026-07-19,Kaposia,10,3,380,PAR,FH,NO,NO,NO,NO
2026-07-19,Kaposia,11,4,462,BIRDIE,BH,YES,YES,YES,NO
2026-07-19,Kaposia,12,3,294,BIRDIE,BH,YES,YES,YES,NO
2026-07-19,Kaposia,13,3,241,PAR,BH,YES,NO,YES,NO
2026-07-19,Kaposia,14,3,390,PAR,BH,NO,NO,NO,NO
2026-07-19,Kaposia,15,3,336,PAR,BH,NO,NO,NO,NO
2026-07-19,Kaposia,16,3,249,PAR,BH,YES,NO,YES,NO
2026-07-19,Kaposia,17,3,229,BIRDIE,BH,YES,NO,YES,NO
2026-07-19,Kaposia,18,4,457,PAR,BH,NO,NO,NO,NO
2026-07-20,Elm Creek,1,3,356,PAR,BH,YES,NO,YES,NO
2026-07-20,Elm Creek,2,3,380,PAR,FH,NO,NO,NO,NO
2026-07-20,Elm Creek,3,3,327,PAR,BH,NO,NO,NO,NO
2026-07-20,Elm Creek,4,3,308,BIRDIE,FH,YES,YES,YES,NO
2026-07-20,Elm Creek,5,3,511,PAR,BH,NO,NO,NO,NO
2026-07-20,Elm Creek,6,3,389,PAR,BH,YES,NO,YES,NO
2026-07-20,Elm Creek,7,3,283,BIRDIE,FH,YES,YES,YES,NO
2026-07-20,Elm Creek,8,3,368,PAR,BH,YES,NO,YES,NO
2026-07-20,Elm Creek,9,3,323,PAR,BH,NO,NO,NO,NO
2026-07-20,Elm Creek,10,3,431,PAR,FH,NO,NO,NO,NO
2026-07-20,Elm Creek,11,3,413,BOGEY,BH,NO,NO,NO,NO
2026-07-20,Elm Creek,12,3,462,BIRDIE,BH,YES,YES,YES,NO
2026-07-20,Elm Creek,13,3,317,PAR,BH,YES,YES,YES,NO
2026-07-20,Elm Creek,14,4,774,PAR,BH,YES,NO,YES,NO
2026-07-20,Elm Creek,15,3,208,BIRDIE,BH,YES,YES,YES,NO
2026-07-20,Elm Creek,16,3,286,BIRDIE,BH,YES,YES,YES,NO
2026-07-20,Elm Creek,17,3,311,PAR,FH,YES,YES,YES,NO
2026-07-20,Elm Creek,18,4,685,BIRDIE,BH,YES,YES,YES,NO
2026-07-22,Champions Landing,1,5,1224,BIRDIE,BH,YES,YES,YES,NO
2026-07-22,Champions Landing,2,4,756,PAR,FH,YES,NO,NO,NO
2026-07-22,Champions Landing,3,3,388,BOGEY,FH,NO,NO,NO,YES
2026-07-22,Champions Landing,4,4,831,BOGEY,BH,YES,NO,NO,YES
2026-07-22,Champions Landing,5,3,477,PAR,BH,NO,NO,NO,YES
2026-07-22,Champions Landing,6,4,678,DOUBLE BOGEY,BH,NO,NO,NO,YES
2026-07-22,Champions Landing,7,4,814,BIRDIE,FH,YES,NO,YES,NO
2026-07-22,Champions Landing,8,4,837,BOGEY,BH,NO,NO,NO,YES
2026-07-22,Champions Landing,9,4,585,BOGEY,BH,YES,NO,NO,YES
2026-07-22,Champions Landing,10,3,395,BOGEY,BH,NO,NO,NO,NO
2026-07-22,Champions Landing,11,3,404,BOGEY,FH,YES,NO,YES,NO
2026-07-22,Champions Landing,12,4,450,BOGEY,BH,NO,NO,NO,YES
2026-07-22,Champions Landing,13,4,858,PAR,FH,YES,NO,NO,NO
2026-07-22,Champions Landing,14,3,273,BIRDIE,BH,YES,YES,YES,NO
2026-07-22,Champions Landing,15,3,568,PAR,FH,NO,NO,NO,NO
2026-07-22,Champions Landing,16,3,320,BOGEY,BH,NO,NO,NO,YES
2026-07-22,Champions Landing,17,4,745,PAR,BH,YES,NO,YES,NO
2026-07-22,Champions Landing,18,5,997,BOGEY,BH,NO,NO,NO,YES
2026-07-23,Champions Landing,1,5,1224,BIRDIE,BH,YES,YES,YES,NO
2026-07-23,Champions Landing,2,4,756,PAR,FH,YES,NO,NO,NO
2026-07-23,Champions Landing,3,3,388,PAR,BH,NO,NO,NO,NO
2026-07-23,Champions Landing,4,4,831,BOGEY,BH,YES,NO,NO,YES
2026-07-23,Champions Landing,5,3,477,PAR,BH,YES,NO,YES,NO
2026-07-23,Champions Landing,6,4,678,BIRDIE,BH,YES,YES,YES,NO
2026-07-23,Champions Landing,7,4,814,PAR,BH,YES,YES,YES,NO
2026-07-23,Champions Landing,8,4,837,PAR,BH,YES,NO,NO,NO
2026-07-23,Champions Landing,9,4,585,PAR,BH,YES,YES,YES,NO
2026-07-23,Champions Landing,10,3,395,PAR,BH,YES,NO,YES,NO
2026-07-23,Champions Landing,11,3,404,PAR,BH,NO,NO,NO,NO
2026-07-23,Champions Landing,12,4,450,PAR,BH,YES,YES,YES,NO
2026-07-23,Champions Landing,13,4,858,PAR,BH,YES,NO,NO,NO
2026-07-23,Champions Landing,14,3,273,PAR,BH,YES,NO,YES,NO
2026-07-23,Champions Landing,15,3,568,PAR,FH,NO,NO,NO,NO
2026-07-23,Champions Landing,16,3,320,BIRDIE,BH,YES,YES,YES,NO
2026-07-23,Champions Landing,17,4,745,PAR,BH,YES,NO,NO,NO
2026-07-23,Champions Landing,18,5,997,BIRDIE,BH,YES,NO,YES,NO
2026-07-24,Champions Landing,1,5,1224,PAR,BH,YES,NO,NO,NO
2026-07-24,Champions Landing,2,4,756,BOGEY,BH,YES,NO,NO,NO
2026-07-24,Champions Landing,3,3,388,PAR,BH,NO,NO,NO,NO
2026-07-24,Champions Landing,4,4,831,PAR,BH,YES,NO,NO,NO
2026-07-24,Champions Landing,5,3,477,BOGEY,FH,NO,NO,NO,YES
2026-07-24,Champions Landing,6,4,678,PAR,BH,YES,YES,YES,NO
2026-07-24,Champions Landing,7,4,814,PAR,BH,YES,NO,NO,NO
2026-07-24,Champions Landing,8,4,837,BOGEY,BH,NO,NO,NO,YES
2026-07-24,Champions Landing,9,4,585,PAR,BH,YES,NO,NO,NO
2026-07-24,Champions Landing,10,3,395,BIRDIE,BH,YES,YES,YES,NO
2026-07-24,Champions Landing,11,3,404,BIRDIE,BH,YES,YES,YES,NO
2026-07-24,Champions Landing,12,4,450,BIRDIE,BH,YES,YES,YES,NO
2026-07-24,Champions Landing,13,4,858,PAR,BH,YES,NO,NO,NO
2026-07-24,Champions Landing,14,3,273,PAR,BH,YES,YES,YES,NO
2026-07-24,Champions Landing,15,3,568,PAR,BH,NO,NO,NO,NO
2026-07-24,Champions Landing,16,3,320,BIRDIE,BH,YES,YES,YES,NO
2026-07-24,Champions Landing,17,4,745,PAR,BH,YES,NO,YES,NO
2026-07-24,Champions Landing,18,5,997,DOUBLE BOGEY,BH,NO,NO,NO,YES
2026-07-25,Champions Landing,1,5,1224,BOGEY,BH,NO,NO,NO,YES
2026-07-25,Champions Landing,2,4,756,PAR,BH,YES,NO,NO,NO
2026-07-25,Champions Landing,3,3,388,PAR,BH,YES,NO,YES,NO
2026-07-25,Champions Landing,4,4,831,PAR,BH,YES,NO,NO,NO
2026-07-25,Champions Landing,5,3,477,PAR,BH,NO,NO,NO,YES
2026-07-25,Champions Landing,6,4,678,BIRDIE,BH,YES,YES,YES,NO
2026-07-25,Champions Landing,7,4,814,BOGEY,BH,NO,NO,NO,YES
2026-07-25,Champions Landing,8,4,837,PAR,BH,YES,NO,NO,NO
2026-07-25,Champions Landing,9,4,585,BOGEY,BH,NO,NO,NO,NO
2026-07-25,Champions Landing,10,3,395,PAR,BH,NO,NO,NO,NO
2026-07-25,Champions Landing,11,3,404,PAR,BH,NO,NO,NO,NO
2026-07-25,Champions Landing,12,4,450,BOGEY,BH,NO,NO,NO,YES
2026-07-25,Champions Landing,13,4,858,BOGEY,BH,YES,NO,NO,YES
2026-07-25,Champions Landing,14,3,273,PAR,BH,NO,NO,NO,NO
2026-07-25,Champions Landing,15,3,568,BOGEY,BH,NO,NO,NO,NO
2026-07-25,Champions Landing,16,3,320,BOGEY,BH,NO,NO,NO,YES
2026-07-25,Champions Landing,17,4,745,PAR,BH,YES,NO,NO,NO
2026-07-25,Champions Landing,18,5,997,PAR,BH,YES,NO,YES,NO
2026-07-26,Champions Landing,1,5,1224,PAR,BH,YES,NO,YES,NO
2026-07-26,Champions Landing,2,4,756,DOUBLE BOGEY,BH,NO,NO,NO,NO
2026-07-26,Champions Landing,3,3,388,BOGEY,BH,NO,NO,NO,NO
2026-07-26,Champions Landing,4,4,831,PAR,BH,YES,NO,NO,NO
2026-07-26,Champions Landing,5,3,477,SEXTUPLE BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,6,4,678,DOUBLE BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,7,4,814,DOUBLE BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,8,4,837,BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,9,4,585,BIRDIE,BH,YES,YES,YES,NO
2026-07-26,Champions Landing,10,3,395,PAR,BH,YES,NO,YES,NO
2026-07-26,Champions Landing,11,3,404,PAR,BH,YES,YES,YES,NO
2026-07-26,Champions Landing,12,4,450,BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,13,4,858,DOUBLE BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,14,3,273,BOGEY,BH,NO,NO,NO,NO
2026-07-26,Champions Landing,15,3,568,BOGEY,BH,NO,NO,NO,YES
2026-07-26,Champions Landing,16,3,320,PAR,BH,YES,NO,YES,NO
2026-07-26,Champions Landing,17,4,745,PAR,BH,YES,NO,NO,NO
2026-07-26,Champions Landing,18,5,997,DOUBLE BOGEY,BH,YES,NO,NO,YES
